,Date,Open,High,Low,Close,Adj Close,Volume,percentile_last_30,Open_t1,High_t1,Low_t1,Close_t1,Adj Close_t1,Volume_t1,T10Y2Y,T10YIE,DFF,VIXCLS,Open_SP500,High_SP500,Low_SP500,Close_SP500,Adj Close_SP500,Volume_SP500
0,2023-04-25,0.7200000286102295,0.7250000238418579,0.5565000176429749,0.5759999752044678,0.5759999752044678,3202508,13.333333333333334,0.7110999822616577,0.8199999928474426,0.7110999822616577,0.7200000286102295,0.7200000286102295,2424161.0,-0.46,2.25,4.83,16.89,4126.43017578125,4126.43017578125,4071.3798828125,4071.6298828125,4071.6298828125,3978640000
