,Date,Open,High,Low,Close,Adj Close,Volume,percentile_last_30,Open_t1,High_t1,Low_t1,Close_t1,Adj Close_t1,Volume_t1,T10Y2Y,T10YIE,DFF,VIXCLS,Open_SP500,High_SP500,Low_SP500,Close_SP500,Adj Close_SP500,Volume_SP500,USRECD
30,2005-02-15,-0.05510573056510723,-0.08692556212656427,-0.025462868898277115,-0.08037855892988678,-0.08037855892988678,-0.8981491476977459,0.14801782710588565,-0.001181782866357277,-0.044002726274815225,0.007978005668818785,-0.04803598670697521,-0.04803598670697521,-0.938115053574959,-0.21383499845817702,0.6120099819064911,-0.27039737234699085,-0.8185295462218258,-0.12985153679006703,-0.1420917886405286,-0.08737157182409903,-0.11021507764513949,-0.11021507764513949,-1.2136961571672167,0
31,2005-02-16,-0.07242674940913861,-0.07290113095237379,-0.012435559191860419,-0.026066452622144676,-0.026066452622144676,-0.7358190221099535,0.7118006045226207,-0.05528994406691386,-0.08713911876556169,-0.02566347829080428,-0.0806116259153679,-0.0806116259153679,-0.8985388701376692,-0.19266088519703067,0.6490462272966835,-0.29614112919334823,-0.8321533624310489,-0.11010166673759375,-0.1420917886405286,-0.0896356815850432,-0.10912332642514906,-0.10912332642514906,-1.23501808020666,0
32,2005-02-17,-0.03670232871580187,-0.08800417458900604,-0.05586047705419446,-0.12708700350402394,-0.12708700350402394,-0.7528370520797689,-0.03990976536635951,-0.07260453913859159,-0.07311972949920005,-0.012640981725069604,-0.02631875582747137,-0.02631875582747137,-0.7362405441156036,-0.12913854541359163,0.7046005953819736,-0.2858436264548052,-0.7784594985476406,-0.10901010540050146,-0.14764589087437324,-0.11090076768902783,-0.15671992331397683,-0.15671992331397683,-1.1831143616558033,0
33,2005-02-18,-0.13846326280377827,-0.17322896256951623,-0.11556942851687217,-0.18248558398427353,-0.18248558398427353,-0.670107546102219,-0.22783735783860445,-0.03689336740872901,-0.08821734345722324,-0.05604985558112094,-0.127303527328697,-0.127303527328697,-0.7532552403483163,-0.11855148878301858,0.815709331552553,-0.28069487508553387,-0.8257421548031793,-0.15659842404828558,-0.1897270873220244,-0.12758776136503114,-0.15255103311156057,-0.15255103311156057,-1.1997890510636102,0
34,2005-02-22,-0.17851845441520284,-0.20882893520913878,-0.19264826429834175,-0.2259350204093751,-0.2259350204093751,-0.6191118037240978,-0.32180115407472704,-0.1386165618532721,-0.1734114923679277,-0.11573674664991516,-0.1826824867825181,-0.1826824867825181,-0.6705419406193192,-0.1079644321524454,0.8527455769427462,-0.2498023668699049,-0.6686675679203727,-0.1524302589203544,-0.19192906010911445,-0.1925138728006838,-0.23905868555193382,-0.23905868555193382,-1.088082469947825,0
35,2005-02-23,-0.2164080540847515,-0.23472016110556165,-0.17636381656728928,-0.241142343876585,-0.241142343876585,-1.043091708950664,-0.4157649503108494,-0.17865689836669055,-0.2089986665005356,-0.19278710446558955,-0.22611653431979967,-0.22611653431979967,-0.6195561880225503,-0.12913854541359163,0.8712636996378423,-0.27039737234699085,-0.7287726394316507,-0.23892286551195202,-0.2367625698379384,-0.1925138728006838,-0.20610318743241157,-0.20610318743241157,-1.2286814675997513,0
36,2005-02-24,-0.23156389395257096,-0.2163804570274549,-0.19047697699215416,-0.1737954480781611,-0.1737954480781611,-0.8478219707827246,0.05405403086976306,-0.21653244608207647,-0.23488058427080888,-0.17650867327514486,-0.24131847166893453,-0.24131847166893453,-1.0434530379516833,-0.17148677193588432,0.8897818223329393,-0.2600998696084479,-0.7944875176173146,-0.20597309917946877,-0.20223649167142924,-0.17459628018879575,-0.1594499072192359,-0.1594499072192359,-1.2184990673597142,0
37,2005-02-25,-0.1590322565949595,-0.1333137170259774,-0.1003708315042679,-0.0825510929064149,-0.0825510929064149,-0.6802429985228134,0.241981623342008,-0.23168266516823086,-0.2165474734795472,-0.1906166193750168,-0.17399542874202614,-0.17399542874202614,-0.848221552035757,-0.21383499845817702,0.8712636996378423,-0.2652486209777193,-0.8008987252451842,-0.1593279331409259,-0.14354246419374328,-0.11646309891436227,-0.1040111195470807,-0.1040111195470807,-1.2156565286743586,0
38,2005-02-28,-0.0843350272954722,-0.11928928585178693,-0.06020263753586083,-0.09449982259307604,-0.09449982259307604,-0.662685253888241,0.14801782710588565,-0.15917792730948943,-0.1335105967104197,-0.10054376499360773,-0.0827833904254909,-0.0827833904254909,-0.6806754075613447,-0.17148677193588432,0.9268180677231325,-0.27554612371626225,-0.7536160689896456,-0.10389878766332905,-0.1474455449453398,-0.123748148474258,-0.14257502002145941,-0.14257502002145941,-1.058942124074016,0
39,2005-03-01,-0.10598640409192742,-0.06534960913405764,-0.037404742016954415,-0.007600535374386044,-0.007600535374386044,-0.46918782198430087,0.7118006045226207,-0.0845084006527155,-0.11949120744405807,-0.06039041178456463,-0.09472788812030432,-0.09472788812030432,-0.663121102390966,-0.15031265867473798,0.9823724358084217,-0.34247989151679153,-0.7568216728035806,-0.14245598090894399,-0.14304221018191893,-0.09682278796791294,-0.10877556549269929,-0.10877556549269929,-1.109346735001764,0
